,company,description,title
10,Nanometrics Incorporated,"<span class=""summary"" id=""job_summary"">The person is responsible to provide high level applications support of complex measurement systems used in manufacture semiconductor devices/integrated circuits. The Engineer will work in Nanometricsâ HQ in Milpitas, CA and support customers worldwide. Travel to domestic and international customer sites is required.
<br>
The selected applicant will have the opportunity to work closely with process engineers in Semiconductor Fab to provide Metrology solutions for complex multi-layer thin film measurements and Optical Critical Dimension measurements for most advanced technology nodes. Duties will include characterization of cutting edge measurement technologies, technical paper publications, making technology / product presentations and technical training for customers.
<br>
Ph.D. in Materials Science, Physics, Chemistry, Electrical or Chemical Engineering
<br>
<ul><li>Experience with statistics/data analysis/fitting concept software
</li><li>Ability to systemically troubleshoot problems to root cause and identify and thoroughly test solutions
</li><li>Excellent verbal and written communication skills
</li><li>Possess good interpersonal skills and willing to work in a team environment.
</li><li>Excellent Project and Time management skills.
</li><li>Ph.D Materials Science/Elect Eng/Applied Physics/Chemical Eng
</li><li>Ability to travel up to 50% of the time
</li><li>The Applications Scientist is the primary technical contact for Nanometrics customers and provides technical support and application development for customers as well as working with the Nanometrics engineering team in product development.
</li><li>The position involves working with customers and customer samples to develop novel metrology strategies on our UniFire interferometer platform for the customersâ leading edge process technologies.
</li><li>The selected applicant will have the opportunity to work closely with Process Engineers in semiconductor and data storage fabs to develop innovative metrology solutions for complex materials and structures.
</li><li>There will be approximately 25% travel required, both domestic and international.
</li><li>The successful applicant will have strong technical skills, and be self-motivated and energetic.
</li><li>Establish and maintain a strong technical knowledge of Nanometrics UniFire products and their applications.
</li><li>Support customers in adopting Nanometrics UniFire products through effective demonstration and recipe development in customer facilities.
</li><li>Work with internal Nanometrics experts to troubleshoot and resolve any and all field product performance issues where feasible.
</li><li>Develop and maintain an in-depth understanding of customer application requirements for the UniFire product line.
</li><li>Provide technical support to customers, develop and maintain a positive relationship with customers.
</li><li>Support customer sustaining engineering activities, including qualification requirements.
</li><li>Assist and consult with customers on creating and optimizing applications.
</li><li>Coordinate with Engineering and Marketing on customer requirements and product development.
</li><li>Help to maintain and increase product usage, and supports sales efforts through technical presentations and demonstrations.
</li><li>Initiate, develop, and test new metrology applications.
</li><li>Other duties as required.
</li><li>Good data analysis, signal processing, and some programming skills. Knowledge of ellipsometry, optics, optical properties of materials, and/or thin films preferred. Experience developing mathematical models a plus. Ability to write technical publications and make technology/product presentations. Good organization and solid communication skills, both written and verbal.
</li><li>Ph.D. or equivalent in Physics, Materials Science, Engineering, or a related field.</li></ul></br></br></br></span>",Application Scientist
11,"Winslow Automation, Inc. (aka) Six Sigma","<span class=""summary"" id=""job_summary""><p><b><i>Winslow Automation, Inc. / SIX SIGMA</i></b> , an industry leader in electronic component soldering and other packaging services, is seeking a creative, mechanically inclined and quality conscious individual to join our team in Milpitas, CA.</p><p>We are currently hiring <b>Materials Engineer (for Pinstock Wire)</b></p><p><b>Primary Responsibilities: </b></p><ul><li>Optimize critical material manufacturing process to produce defect-free material to maximize related services yield</li><li>Provide hands-on technical support to production</li><li>Implement SPC and other tools to minimize testing costs</li><li>Train others on proper equipment setup and operation</li><li>Generate and update work instructions</li><li>Work with maintenance to ensure proper preventive maintenance and repair procedures are developed and followed</li><li>Improve material manufacturing processes by designing and conducting experiments, applying scientific knowledge, and soliciting observations from operators</li><li>Determine critical process variations and implement controls</li><li>Improve process by analyzing related yields</li><li>Assure product and process quality by designing appropriate test methods</li><li>Use statistical tools to determine and optimize process capabilities</li><li>Conduct engineering studies (including failure analysis) and prepare reports by collecting, analyzing, and summarizing information and trends</li><li>Review test reports</li><li>Verify test failures</li><li>Continuously improve productivity and efficiency of existing test services</li><li>Work with column attach engineer to improve yield on both areas</li><li>Work with suppliers to ensure material-related issues are resolved</li><li>Serve as the company's technical resource for critical material and related manufacturing process</li><li>Mentor, train, and provide technical leadership to engineers, technicians, and others</li><li>Develop, improve, document, and monitor testing processes and inspection criteria, including:</li><li>Solder Wire and Pin Pull</li><li>Physical Dimensions</li><li>Ionic Conductivity</li><li>Solderability</li><li>X-Ray Fluorescence (XRF)</li></ul><p><b>Ideal Candidate will have the following qualifications: </b></p><ul><li>B.S. in Mechanical Engineering (preferred), Materials Science, or Applied Physics</li><li>Some industry experience a plus</li><li>Solid understanding of the theories and applications of materials properties, metallurgy, intermetallic, ionic chromatography, metrology, thermodynamics, and GD&amp;T; standards</li><li>Skilled in appropriate and accurate use of measurement toolsets (e.g., force gauge, caliper, micrometer, optical comparator, reticle, toolmakers microscope)</li><li>Experienced in appropriate and accurate use of DOE, FMEA, and Statistical Process Control (SPC) techniques</li><li>Mechanically inclined</li><li>Technically astute</li><li>Effective, logical problem solving skills</li><li>Experience writing clear, concise, and accurate technical reports</li><li>Effective interpersonal skills</li><li>Skilled in effective organization and project management</li><li>Detail-oriented</li><li>Fast learner, self-motivated, and accomplishment driven</li><li>Works well under pressure</li><li>Skilled in safe chemical handling procedures</li><li>Skilled in use of MS Office computer applications (Word, Excel, Outlook, PowerPoint)</li><li>Skilled in use of general office equipment (multi-line PBX phone, voice mail, scanners, faxes, copiers)</li><li>Valid Driver's License (C Class) with a clean motor vehicle report (MVR); automobile in good operating condition and on-going proof of insurance required</li><li>Experience or ability to train others a plus</li><li>Work ing knowledge of microelectronics packaging, lead finish, solders, solder defects, and fluxes a plus</li><li>Working knowledge of mechanization, robotics, and electro-mechanical equipment a plus</li><li>Knowledge in appropriate and accurate setup and operation of lab equipment (e.g., Pull Tester ,cross-sectioning , thermocouples, Ionic Cleanliness testers, XRF, measuring machine (CMM), digital camera) a plus</li><li>Knowledge of the technical theories that provide the basis of the lab equipment functionality a plus</li><li>Knowledge of and experience in application of test and procedure revision control a plus</li><li>Knowledge of and experience in application of ESD, FOO, and 5S a plus</li><li>Knowledge of and experience in application of AS9100 or ISO 9000 a plus</li><li>Knowledge of and experience in application of JEDEC, EIA, Mil-Std-883, and Mil-PRF-38535 a plus</li><li>Multilingual in Spanish, Cantonese, Japanese, French, or Tagalog a plus</li></ul><p><b>Employees enjoy: </b></p><ul><li>401(k)</li><li>Profit Sharing</li><li>Medical, Dental, and Vision Insurance</li><li>FSA (Flexible Spending Account)</li><li>Life Insurance and Long-term Disability</li><li>Paid Holidays &amp; FTO (Flexible time off)</li></ul><p>Email resume or you may also come in to fill out an application at 905 Montague Expressway Milpitas, CA 95035; or visit http://www.winslowautomation.com.</p><p><b>This position requires handling of product or information which is subject to ITAR regulations. Applicants must be either a U.S. citizen, U.S. Permanent Resident (i.e. a Green Card Holder), Political Asylee, or Refugee.</b></p><p>Required education:</p><ul><li>Bachelor's</li></ul><p>Required experience:</p><ul><li>Manufacturing in semicondutor industry: 2 years</li><li>mechanical or materials engineer: 1 year</li></ul></span>",Materials Engineer
12,Qualcomm,"<span class=""summary"" id=""job_summary"">Required: Master's, Electrical Engineering and/or Materials Science and/or Mechanical Engineering
<br>
<br>
*LI-SRC</br></br></span>",R&D Design Technology Integration Engineer
13,SpaceX,"<span class=""summary"" id=""job_summary"">SpaceX was founded under the belief that a future where humanity is out exploring the stars is fundamentally more exciting than one where we are not. Today SpaceX is actively developing the technologies to make this possible, with the ultimate goal of enabling human life on Mars.
<br>
<br>
<b>Sr. Materials Engineer (Avionics)
</b><br>
<br>
<b>Responsibilities:
</b><br>
<ul><li>Lead design decisions related to selection of materials and processes for space applications
</li><li>Generate and execute test plans and review materials for compliance to internal requirements or to industry standards
</li><li>Support drawing and specification review
</li><li>Develop and qualify new materials and processes in the areas of soldering, PCB/PCBA and conformal coating
</li><li>Assist in failure analysis and implement corrective actions based on findings using standardized analysis techniques
</li><li>Work with supplier quality to identify qualified vendors and test houses to perform testing and manufacturing
</li></ul><b><br>
Basic Qualifications:
</br></b><br>
<ul><li>Bachelor’s degree in Materials Science, Materials Engineering, Chemical Engineering, Physics or Electrical Engineering
</li><li>5+ years of professional experience with electronic materials including encapsulants, solders, printed wiring board materials and conformal coating
</li></ul><b><br>
Preferred Skills and Experience:
</br></b><br>
<ul><li>Master’s degree in Materials Science, Materials Engineering, Chemical Engineering, Physics or Electrical Engineering
</li><li>Experience with RF transparent materials
</li><li>Knowledge of IPC-J-STD-001 Class 3, NASA-STD-8739 series, IPC-STD-2222 Class 3, IPC-STD-6012 Class 3, or industry equivalent
</li><li>Experience with destructive physical analysis of components and piece part failure modes
</li><li>Extensive experience with the manufacture and assembly of electronic printed circuit boards
</li><li>Knowledge of Surface Mount Technology (SMT) processes, such as solder paste deposition, surface mount pick and place, vapor phase solder reflow and aqueous cleaning
</li><li>Extensive knowledge of printed circuit board materials and polymeric materials associated with their assembly
</li><li>Experience with lead forming tooling and lead plating
</li><li>Able to perform technical analysis to determine root cause and corrective actions related to SMT manufacturing process issues
</li><li>Experience with lead free components and processes
</li><li>Capable of operating with considerable independence while also understanding when it is necessary to confer with cross department engineering and production leads to resolve more complex issues
</li><li>Able to work in a team environment with good communication skills
</li><li>Able to effectively manage multiple projects and tasks simultaneously, while meeting deadlines
</li><li>Strong work ethic and self-starter
</li></ul><b><br>
ITAR Requirements:
</br></b><br>
<ul><li>To conform to U.S. Government space technology export regulations, applicant must be a U.S. citizen, lawful permanent resident of the U.S., protected individual as defined by 8 U.S.C. 1324b(a)(3), or eligible to obtain the required authorizations from the U.S. Department of State. Learn more about ITAR here .
</li></ul><br>
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
<br>
<br>
Applicants wishing to view a copy of SpaceX’s Affirmative Action Plan for veterans and individuals with disabilities, or applicants requiring reasonable accommodation to the application/interview process should notify the Human Resources Department at (310) 363-6000.</br></br></br></br></br></br></br></br></br></br></br></span>",Sr. Materials Engineer (Avionics)
14,Align Technology Inc,"<span class=""summary"" id=""job_summary"">Align Technology is the industry leader and innovator in medical devices which focuses on revolutionizing the digital dental and orthodontics’ practice. Align Technology is looking for a <b>Materials Engineer </b>for our San Jose, CA office. This exciting new role would be part of a culture that is helping to improve lives every day through digital dentistry.
<br>
<br>
The <b>Materials Engineer </b>candidate will have exceptional skills with <b>different materials like polymers or ceramics </b>. This role will be part of the Align Technology goal to deliver our clear aligners (Invisalign®) 3D scanners (iTero®) to our customer.
<br>
<br>
<b>Job Description:
</b><br>
<br>
The <b>Materials Engineer </b>will be a key member of the R&amp;D; Materials Engineering team. He/she will be responsible for planning and executing projects that focus on new product development, as well as improving Align's existing products. The ideal candidate will have a background in new material development especially in the area of thermoplastics, coating and adhesive, and/or thermoset materials.
<br>
<br>
<b>Responsibilities:
</b><br>
<ul><li>Develop and guide new product development from ""start"" to ""finish.""
</li><li>Visit outside manufacturing vendors (e.g., 3rd party vendors, etc.) to guide process development activities related to new product development, process improvements or new equipment evaluation.
</li><li>Work cross-functionally with the following organizations: Manufacturing, Clinical Research, Marketing, Operations, Regulatory and Legal.
</li><li>Design products based on the following materials: polymers, composites, plastics, ceramic, metals and adhesives.
</li><li>Work independently at the laboratory bench to develop and evaluate new products or to adapt and improve existing ones.
</li><li>Select, design and evaluate a variety of materials (e.g., thermoplastics, elastomers, composites, adhesives, etc.) to determine the best combination of materials for specific application.
</li><li>Direct lab bench work for product development and physical property testing duties.
</li><li>Must demonstrate ability to work safely in a team environment.
</li><li>Interface with a variety of internal stakeholders, external suppliers, and technical collaborators to deliver technical solutions.
</li><li>Support product development teams working toward the development of new products.
</li><li>Prioritize and meet deadlines and construct project timetables.
</li><li>Prepare written reports summarizing key findings.
</li><li>Identify and implement effective courses of action.
</li><li>Coach, motivate, and mentor Jr. engineer and lab technicians when needed.
</li><li>Experience of physical-chemical processes and methods of materials characterization.
</li><li>Familiarity with polymer characterization methods (mechanical testing, thermal analysis, rheology, spectroscopy and the underlying theory).
</li><li>Must have the ability to apply results to product performance metrics.
</li><li>Ability to work on several projects simultaneously as well as participate on cross functional teams.
</li><li>Ability to work on projects that vary from routine to very complex.
</li><li>Ability to deal tactfully with others. Must be a strong team player.
</li></ul><b>Requirements:
</b><br>
<ul><li>M.S, or Ph.D. degree or equivalent in Polymer Science or Materials Science or Chemical Engineering or related field.
</li><li>5+ years working experience in material research and development, depending on level of education.
</li></ul><b>Nice to Have:
</b><br>
<ul><li>Experience with medical device development life cycle and regulatory requirements
</li><li>Photochemistry, Lasers or UV curing processes and resin materials development
</li></ul><b>Travel:
</b><br>
<br>
Up to 10% including international and US-based
<br>
<br>
#LI-MB2</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Materials Engineer
15,Lawrence Livermore National Laboratory,"<span class=""summary"" id=""job_summary"">Postdoctoral Research Staff Member
<li></li></span>",Postdoctoral Research Staff Member
16,SmartFoam (A NextWave Ventures company),"<span class=""summary"" id=""job_summary""><p><b>Job Description</b></p><p>SmartFoam is seeking an entrepreneurially minded materials and device design engineer to join their growing team. Under the guidance of senior research management, the materials and device engineer will design and fabricate smart piezoelectric foam materials to be used in a variety of products including athletic footwear, bedding, electronics, automotive, furniture, and packaging. The individual will be involved with the synthesis of piezoelectric micro- and nanoparticles, the infusion of the piezoelectrics into polymeric carriers, characterizing the electrical/mechanical properties of the materials, fabricating prototype devices, and scaling up the fabrication process. This is a full-time position that will be carried-out in an office and laboratory environment. Occasional travel may be required.</p><p><b>Responsibilities</b></p><ul><li>Materials synthesis and processing (solution-phase, ball milling, sintering, mixing, polymer composites, surface modification, polymer cross-linking)</li><li>Materials characterization (XRD, SEM/TEM, FTIR, UV-Vis, DMA)</li><li>Piezoelectric device testing (electronic probe station, circuit design, impedance)</li><li>Prototype design and evaluation</li><li>Scale-up manufacturing</li><li>Collaborate with scientific partners and consultants</li></ul><p><b>Qualifications</b></p><ul><li>BS or MS degree in materials science, electrical engineering, mechanical engineering, chemical engineering, chemistry, physics, or related field</li><li>Familiarity with piezoelectric and composite materials</li><li>Understanding of electrical measurements, electrical circuits, signal processing, and wireless technologies</li><li>Experience with chemical synthesis and materials characterization</li><li>Experience with polymers is desirable</li><li>Familiarity with electronic device engineering including wire bonding, multiplexing, and data acquisition</li><li>Ability to work independently with minimal supervision</li><li>Ability to manage multiple scientific tasks and maintain well-documented records of projects</li><li>Excellent written and verbal communication skills in English</li><li>Work cooperatively and supportively with individuals that have a broad range of backgrounds and educational levels</li></ul><p>Our headquarters is located in Carlsbad, CA.</p><p>Job Type: Full-time</p><p>Required education:</p><ul><li>Bachelor's</li></ul></span>",Materials and Device Design Engineer
17,Hewlett Packard Enterprise,"<span class=""summary"" id=""job_summary"">Hewlett-Packard Labs has an opening for a summer intern researcher position with a background in materials science and engineering, electron microscopy, and applied physics. This role is for PhD. candidates only. The critical task will involve microscopic characterization of thin-film electronic devices and establish the proper physical understanding of the device. The candidate will be able to participate in a team environment to design and test novel material systems to meet time critical deliverables. <br>
<br>
At Hewlett Packard Enterprise, we don't just believe in the power of technology, we believe in the power of people when technology works for them. We believe in applying new thinking and ideas to improve the way our customers live and work. <br>
<br>
Learning does not only happen through training. Relationships are among the most powerful ways for people to learn and grow, and this is part of our HPE culture. In addition to working alongside talented colleagues, you will have many opportunities to learn through coaching and stretch assignment opportunities. You’ll be guided by feedback and support to accelerate your learning and maximize your knowledge. We also have a “reverse mentoring” program which allows us to share our knowledge and strengths across our multi-generation workforce. <br>
<br>
Enterprise Group works to streamline innovation and simplify IT with superior solutions. By combining ESSN (Enterprise Server, Storage and Networking) and Technology Services into one division, we gain a strategic advantage in our focus on “Converged Infrastructure”. The HPE Enterprise Group supports our customers with the transformation and integration of their technology. We are there for our customers – come join us! <br>
<br>
What do we offer? <br>
Extensive social benefits, flexible working hours, a competitive salary and shared values, make Hewlett Packard Enterprise one of the world´s most attractive employers. At HPE our goal is to provide equal opportunities, work-life balance, and constantly evolving career opportunities. <br>
<br>
If you are looking for challenges in a pleasant and international work environment, then we definitely want to hear from you. Apply now below, or directly via our Careers Portal at www.hpe.com/careers</br></br></br></br></br></br></br></br></br></br></br></span>",Material Science PhD. Research Associate
18,Intel,"<span class=""summary"" id=""job_summary"">Job Description
</span>",NVM Reliability Engineer
19,Samtec,"<span class=""summary"" id=""job_summary"">Materials Scientist
<br>
<br>
#LI-KC1
<br>
<br>
Founded in 1976, Samtec is a privately held, $625 million global manufacturer of a broad line of electronic interconnect solutions, including IC-to-Board and IC Packaging, High-Speed Board-to-Board, High-Speed Cables, Mid-Board and Panel Optics, Flexible Stacking, and Micro/Rugged components and cables. Samtec Technology Centers are dedicated to developing and advancing technologies, strategies and products to optimize both the performance and cost of a system from the bare die to an interface 100 meters away, and all interconnect points in between. With 33 locations in 18 different countries, Samtecâs global presence enables its unmatched customer service. For more information, please visit www.samtec.com.
<br>
<br>
The Materials Scientist will provide leadership in technology, materials, processes and direction in the development and integration of 2.5D/3D Packaging for RF MEMS, MEMS, Life Sciences, Biomedical, Biometric Sensors, Micro-displays, Optoelectronics, and RF/Digital Components.
<br>
<br>
This position will support research and development of industry leading materials and processes for next generation TGV (Through glass via) wafers and integrated circuits and electronic packaging solutions.
<br>
<br>
Responsibilities:
<br>
<ul><li>Understanding of electronic material systems and processing; including thick films, deposited materials, polymeric systems and integration of these schemes.
</li><li>Responsible for materials laboratory including process equipment, maintenance and material supplies. Recommend new
<br>
equipment and/or processes to improve the performance, quality, reliability and consistency of materials produced.
</br></li><li>Work as a team with all personnel in the development of new materials that are evaluated and adopted in manufacturing.
</li><li>Scale-up thick film compositions that meet all production and customer requirements. Special emphasis on
<br>
lot to lot consistency.
</br></li><li>Documentation of all material, process developments and metrics.
</li><li>Familiar with statistical, DOE and NPI approaches using six sigma, Stage-Gate or similar methods.
</li><li>Plan and execute designed experiments to optimize manufacturing quality, consistency and yield.
</li><li>Drive implementation of solution to meet goals.
</li><li>Intellectual property documentation of all materials, processes and procedures.
</li><li>Publication and presentation of technical papers in technical journals, conferences and meetings.
</li><li>Work with customers worldwide to understand requirements and develop products that meet customer timelines.
</li><li>Develop and preserve customer confidence and relationships.
</li><li>Know-how and understanding of plating; electroless and electrolytic, work with internal and external facilities, ENIG and ENEPIG finished products for interconnection, wire bonding, flip chip and soldering of components.
</li><li>Well informed of technology trends and future needs through benchmarking of critical publications, conferences, books, web searches, meetings and seminars.
</li><li>Ability and desire to work collaboratively in multi-disciplinary teams.
</li><li>Experience working in a clean room environment using solvents, resins, vehicles, powders and other light chemicals.
</li><li>Follow all safety and security procedures.
</li></ul>Required Skills:
<br>
<ul><li>Advanced degree in Materials Science, Engineering, Chemistry, Physics or equivalent, preferably Ph.D.
</li><li>Knowledge of the diverse materials and processes used in electronic microcircuits.
</li><li>Knowledge of thick film materials processing, drying, firing, sintering, adhesion and complete characterization methods.
</li><li>Willingness to take ownership of new projects and ability to work with R&amp;D;, production, marketing and business teams.
</li><li>Strong analytical knowledge and understanding; including Metallography, microscopy, SEM/EDS, TEM, Auger, XPS, SIMS, Sample preparation, TGA/DSC/TMA, Rheology, mechanical properties testing, temperature/humidity/bias reliability assessments, non-destructive investigations using acoustic, X-ray and other approaches.
</li><li>Excellent computer skills, including Word, Excel, Power Point and Outlook
</li><li>Excellent communication skills: oral, written and presentation.
</li></ul>Desired Skills:
<br>
<ul><li>Minimum 3 year experience in formulation of thick film compositions. Development, testing, scale-up and manufacturing of conductor (Cu, Ag, Au and Pt based), dielectric and sealing glass paste and tape compositions.
</li><li>Excellent computer skills, including Word, Excel, Power Point and Outlook.
</li><li>Demonstrated problem solving and decision making skills.
</li><li>Ability to work under pressure to meet timelines.
</li><li>Networking skills and ability to build effective links with internal and external organizations.</li></ul></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Materials Scientist
